grid_id,acronym
grid.435321.2,ISCA
grid.435324.7,IBES
grid.435328.b,ISEP
grid.435330.2,IPB
grid.435333.1,ISRIC
grid.435337.5,ISIS
grid.435348.d,ÚFM AVČR
grid.435348.d,IPM ASCR
grid.435351.5,SSI
grid.435352.6,IPE RAS
grid.435356.2,IBW
grid.435357.3,UATLD
grid.435360.7,UIE
grid.435364.3,IUSSP
grid.435365.2,INSEE
grid.435367.0,IWA
grid.435368.f,IINH
grid.435369.e,IMP
grid.435370.6,ICC
grid.435373.5,IRA NASU
grid.435379.f,ICNF
grid.435380.9,RMI
grid.435383.a,ÚSMH AV ČR
grid.435383.a,IRSM AS CR
grid.435386.f,IRWiR PAN
grid.435388.1,INCLEN
grid.435392.a,ICAS
grid.435397.f,SII
grid.435398.0,IGR
grid.435400.6,INCDSB
grid.435402.4,INCDPM
grid.435404.2,ICECHIM
grid.435406.0,INCDBNA
grid.435406.0,IBNA
grid.435407.1,IRETA
grid.435410.7,INCDTIM
grid.435410.7,ITIM
grid.435411.6,INCDTP
grid.435413.4,ISTP
grid.435414.3,ISSC
grid.435415.2,IST
grid.435417.0,INBO
grid.435422.6,IBEI
grid.435423.7,IZMIRAN
grid.435424.0,IBSR
grid.435425.1,IT SB RAS
grid.435427.3,KSC
grid.435428.c,TME
grid.435429.d,IRM
grid.435429.d,IUD
grid.435432.7,SWMC
grid.435432.7,IWM
grid.435436.3,IMEMO
grid.435437.2,ISA
grid.435440.2,IEEA
grid.435441.3,ICC
grid.435441.3,ICGC
grid.435444.6,IBDiM
grid.435445.7,IDESCAT
grid.435448.a,IEFP
grid.435450.3,IEEC
grid.435451.2,MPT
grid.435452.1,IBW PAN
grid.435453.0,IEP
grid.435454.7,IPPLM
grid.435456.5,ITP
grid.435456.5,IFIP
grid.435457.4,NIT
grid.435460.0,IMBiGS
grid.435462.2,IFAE
grid.435463.3,ING PAN
grid.435465.5,INOP
grid.435466.6,INA
grid.435468.8,ICC
grid.435472.3,IPiEO
grid.435473.2,CREDES
grid.435473.2,IRDES
grid.435474.5,SICAD
grid.435475.4,ITWL
grid.435475.4,AFIT
grid.435477.6,IPD
grid.435478.9,IRES
grid.435483.d,ICTPOL
grid.435483.d,ACTPOL
grid.435492.d,INFO
grid.435494.b,CNRA
grid.435496.9,ICS
grid.435498.7,ISABU
grid.435499.6,ILTEC
grid.435502.5,ISH
grid.435508.f,EECI
grid.435509.e,ISL
grid.435512.4,IAW
grid.435514.2,IFAK
grid.435518.e,ICPAC
grid.435521.4,IEP
grid.435531.5,IGV
grid.435537.3,IPH
grid.435540.3,JNCC
grid.435541.2,IPOCFG
grid.435556.4,IET
grid.435557.5,IUF
grid.435559.b,IQS
grid.435568.9,IRCWASH
grid.435574.4,LARI
grid.435576.6,LVA
grid.435577.7,JPSC
grid.435578.8,JRI
grid.435591.f,IBI
grid.435599.7,KALGEn
grid.435602.6,ICTU
grid.435606.2,ATB
grid.435607.3,IMI
grid.435610.5,IAEMGS
grid.435620.6,IAEA
grid.435622.4,IPP RAN
grid.435629.f,IRSA
grid.435630.7,IBT
grid.435631.6,ICARTI
grid.435633.4,ICBSS
grid.435634.3,KWI
grid.435636.1,IMIR
grid.435637.0,ICIMOD
grid.435641.1,ICMPD
grid.435643.3,ICRAF
grid.435645.5,ICCROM
grid.435646.6,CETA
grid.435652.3,ICWUC
grid.435656.7,ICPDR
grid.435661.3,CIB
grid.435663.1,IDA
grid.435666.4,IEES
grid.435667.5,CNR-ISAC
grid.435668.a,IEA
grid.435669.b,IPM RAS
grid.435669.b,IPM
grid.435670.3,IAFMM
grid.435670.3,IFOMA
grid.435670.3,IFFO
grid.435672.1,ISC
grid.435676.5,MHU
grid.435693.e,ITS
grid.435698.5,MPT
grid.435704.1,TMS
grid.435711.5,LAPP
grid.435713.7,LJMS
grid.435713.7,LSYR
grid.435714.0,MMA
grid.435720.7,LSAM
grid.435726.1,KMFRI
grid.435727.0,ÍSOR
grid.435736.0,ISMES
grid.435737.1,IAS
grid.435742.3,NVWA
grid.435771.3,LIT
grid.435777.5,KPRC
grid.435794.8,MTPC
grid.435797.b,ELIG
grid.435799.5,KIM
grid.435803.9,CIHEAM
grid.435805.f,ICRAM
grid.435812.9,KS
grid.435813.8,IAP
grid.435815.e,KWB
grid.435822.a,IRES
grid.435824.c,MPP
grid.435826.e,MPS
grid.435831.8,IIS
grid.435841.f,CRA-IAA
grid.435843.d,KDM
grid.435844.a,ITA
grid.435844.a,ICE
grid.435847.9,ISPI
grid.435848.6,ICEA
grid.435850.f,IVALSA
grid.435855.a,KIAT
grid.435860.c,KMS
grid.435860.c,GST
grid.435861.d,kznpp
grid.435866.a,ISAFA
grid.435870.d,CRA-ORT
grid.435873.e,CRA-OLI
grid.435874.9,ISZA
grid.435876.b,CRA-CIN
grid.435880.2,CUE
grid.435882.0,KEC
grid.435887.5,LSEC
grid.435895.6,ITACA
grid.435910.a,LIMS
grid.435916.c,KFV
grid.435939.1,KYUAS
grid.435942.d,MEM
grid.435949.6,ITRI
grid.435956.8,LIPU
grid.435965.8,LPRC
grid.435980.3,LRMH
grid.435986.5,LCU
grid.436005.4,MEI
grid.436009.8,MI
grid.436010.0,IZES
grid.436017.7,INTEROP-VLab
grid.436031.3,AXYS
grid.436034.6,INA
grid.436034.6,CRA-API
grid.436050.4,ARRS
grid.436053.7,LPP
grid.436055.1,MIO-ECSDE
grid.436057.3,MIFP
grid.436066.1,MAFDR
grid.436069.e,MCTI
grid.436071.7,MDN
grid.436073.5,MEC
grid.436079.f,MINCYT
grid.436080.9,JCDH
grid.436088.1,LQM
grid.436097.f,BMUB
grid.436099.1,MEF
grid.436100.0,LANUV
grid.436103.3,MSMT
grid.436114.5,JPC
grid.436142.6,ILM
grid.436153.6,MATISZ
grid.436163.5,JCRC
grid.436169.f,LIA
grid.436178.f,MBCI
grid.436181.9,MAVESZ
grid.436183.b,MSPP
grid.436186.e,LBi
grid.436191.8,LBCS
grid.436206.5,LCS
grid.436207.4,MPF
grid.436213.1,LIH SB RAS
grid.436214.6,LIF
grid.436218.a,MIH
grid.436230.0,NAMH
grid.436232.2,MHS
grid.436234.4,MECC
grid.436236.6,MDE
grid.436239.9,MIKES
grid.436258.e,MHS
grid.436268.d,NAC
grid.436271.5,NFER
grid.436272.6,NFFR
grid.436273.7,ME
grid.436274.0,NFXF
grid.436275.1,OAPI
grid.436277.3,MRI
grid.436282.9,ACS
grid.436283.8,NHNN
grid.436285.e,NHC
grid.436290.a,NYSTAR
grid.436296.c,MSH
grid.436302.0,MCC
grid.436304.6,NIBRT
grid.436305.7,YCCD
grid.436306.4,NCG
grid.436311.2,IMT
grid.436323.3,MEIA
grid.436328.8,MPTE
grid.436330.1,NIO
grid.436331.0,HBW
grid.436341.7,OER
grid.436346.0,USCM
grid.436354.3,NMA
grid.436361.5,NPTEC
grid.436365.1,NHSBT
grid.436368.c,CAB
grid.436370.5,NMSC
grid.436374.1,IRA
grid.436376.3,MMI
grid.436381.b,NMNHS
grid.436383.9,NCAC
grid.436383.9,CAMK
grid.436386.c,NNAAPC
grid.436388.2,NRDI
grid.436388.2,NKFIH
grid.436391.a,NPSA
grid.436392.9,NPSF
grid.436395.e,MCE2
grid.436397.c,NPA
grid.436402.7,NPHIC
grid.436407.2,SÚRO
grid.436407.2,NRPI
grid.436410.4,ICSI
grid.436413.7,NCHR
grid.436415.1,NRF
grid.436422.5,SNSPA
grid.436428.f,NSBP
grid.436429.e,NSPE
grid.436439.f,NTBG
grid.436440.1,NMUK
grid.436448.9,MCDPH
grid.436450.0,NTS
grid.436456.6,OPI
grid.436457.7,ARL
grid.436459.9,AOML
grid.436464.7,MDDA
grid.436465.6,NAMS
grid.436466.5,MIRA
grid.436467.4,NATT
grid.436467.4,NBCA
grid.436469.a,SBHA
grid.436484.9,NCC
grid.436485.8,MSS
grid.436494.8,MTS
grid.436513.6,MSI
grid.436515.0,MCEDSV
grid.436528.e,NLI
grid.436531.6,MIREA
grid.436533.4,NOSM
grid.436542.2,NET
grid.436544.4,NJi
grid.436547.7,CMURC
grid.436548.8,IFV
grid.436557.6,MCCC
grid.436560.2,MPD
grid.436568.a,NMI
grid.436588.4,NHSC
grid.436592.f,NTU
grid.436598.5,MRB
grid.436605.2,NLL
grid.436614.2,NIKU
grid.436619.f,NSL
grid.436622.7,NVE
grid.436624.1,NAAEE
grid.436628.d,NCHA
grid.436646.5,NACA
grid.436654.6,NBS
grid.436666.7,NIRI
grid.436668.9,MIRS
grid.436685.a,NREA
grid.436686.9,AEDA
grid.436692.c,NEIAS
grid.436700.6,NGB
grid.436704.2,NHSi
grid.436705.3,CSB
grid.436712.5,NMFN
grid.436721.5,MAHEC
grid.436723.7,MU
grid.436727.3,NCFU
grid.436729.d,Mplus
grid.436737.2,MAA
grid.436744.6,NUBIKI
grid.436746.4,NECASA
grid.436747.5,NEDCC
grid.436750.3,NDI
grid.436752.1,NuPECC
grid.436757.4,UJD SR
grid.436758.b,MSB
grid.436761.1,NUCLIO
grid.436768.8,ODI
grid.436771.0,NACDAC
grid.436809.0,SDC
grid.436846.b,NCN
grid.436853.f,OAED
grid.436857.b,NCVO
grid.436873.d,MSA
grid.436875.b,BCC
grid.436876.8,NAESM
grid.436879.7,NAPE
grid.436881.0,NAMA-R
grid.436887.6,OPB
grid.436893.3,MENFP
grid.436894.4,EORTC
grid.436894.4,OERTC
grid.436898.8,IDC
grid.436916.f,OSENU
grid.436917.e,OHL
grid.436923.9,EMSL
grid.436929.3,NSC
grid.436930.b,JV
grid.436932.9,NAPAFASA
grid.436934.f,NALBOH
grid.436939.2,OaPD
grid.436943.f,ONR
grid.436946.a,NARSS
grid.436947.b,ORR
grid.436950.d,OSTA
grid.436954.9,OPH
grid.436954.9,FNBE
grid.436956.b,ONCFS
grid.436958.5,URBAN-INCERC
grid.436963.d,PCAR
grid.436965.b,PIT
grid.436969.7,LeFo
grid.436972.d,PSPC
grid.436981.1,MARI
grid.436983.3,NCHP
grid.436984.4,NCA
grid.436985.5,TWC
grid.436986.6,NCC
grid.436992.3,ODVN
grid.436996.7,NCL
grid.436999.8,NCGE
grid.437005.5,NaCTSO
grid.437006.6,OSC
grid.437007.7,NDSS
grid.437008.8,OCC
grid.437015.4,NERC
grid.437024.6,PFS
grid.437024.6,PTA
grid.437026.4,PCI
grid.437036.5,PC
grid.437043.7,ONCRT
grid.437044.0,OABO
grid.437045.1,PCDC
grid.437049.d,IRA
grid.437049.d,INAF-IRA
grid.437052.7,OAC
grid.437057.2,OMD
grid.437100.1,ITDG
grid.437102.3,PASSHE
grid.437111.1,PCO
grid.437112.2,PI
grid.437115.5,NREN
grid.437123.0,UM
grid.437125.6,PEC
grid.437127.4,PHG
grid.437141.4,PRC
grid.437162.5,PARPA
grid.437169.e,PGI
grid.437169.e,PIG
grid.437183.a,PTK
grid.437192.a,PEO
grid.437206.4,PETA
grid.437213.0,PPMD
grid.437222.2,PLC
grid.437223.3,ODSA
grid.437225.5,PSN
grid.437228.8,PPAL
grid.437238.9,RMN
grid.437248.e,EEIG
grid.437253.4,PTI
grid.437256.1,PIM
grid.437257.0,RWI
grid.437264.0,RICADV
grid.437265.1,RILCT
grid.437270.5,RCAHMW
grid.437272.7,PDC
grid.437303.0,PBV
grid.437310.2,RIT
grid.437316.4,RAMS
grid.437322.3,BYU–I
grid.437332.2,PDAC
grid.437338.8,RGSL
grid.437362.7,RCADC
grid.437368.d,MENBO
grid.437370.4,RENFE
grid.437381.a,RNP
grid.437385.e,VESO
grid.437386.d,KEMI
grid.437394.e,PIMEC
grid.437395.f,PHC
grid.437406.2,RMVC
grid.437413.6,RAAN
grid.437414.1,PATF
grid.437415.0,RTM
grid.437418.d,IRIS
grid.437423.5,PfP
grid.437424.2,RCSSMRS
grid.437424.2,RCMRD
grid.437426.0,PBL
grid.437429.f,GEOMOR
grid.437434.3,RYASAP
grid.437437.0,RAIC
grid.437445.5,PPI
grid.437448.8,ASL
grid.437450.1,BRC
grid.437466.4,PERI
grid.437468.a,PHF
grid.437473.0,ReSAC
grid.437474.7,RASE
grid.437475.6,ASTP
grid.437479.a,RCP
grid.437481.d,PTI
grid.437484.8,KADK
grid.437495.8,APME
grid.437496.b,RN
grid.437498.5,RNCM
grid.437506.3,ROCC
grid.437507.2,ICP
grid.437508.d,RSTMH
grid.437509.c,VUPC
grid.437533.5,UNINT
grid.437539.f,RSHU
grid.437548.9,R+C
grid.437555.5,RIGHT
grid.437559.9,ÚZEI
grid.437559.9,IAEI
grid.437560.3,ÁTK
grid.437564.7,RITM
grid.437566.5,ARS
grid.437571.3,QMS
grid.437597.b,NPIA
grid.437601.7,RSA FG
grid.437608.e,QLF
grid.437620.4,RAÄ
grid.437623.7,RPS
grid.437624.0,PISM
grid.437636.3,SBFA
grid.437649.b,SES
grid.437657.4,RAWRA
grid.437657.4,SURAO
grid.437663.3,SPRY
grid.437665.5,IEE RAS
grid.437683.d,SAIA
grid.437684.a,SAGB
grid.437686.8,SOPFIM
grid.437687.9,SACD
grid.437688.6,STAS
grid.437701.6,ESC
grid.437721.4,SCERT
grid.437722.7,SPSP
grid.437726.3,SBM
grid.437728.d,SEPM
grid.437731.5,SIAM
grid.437733.7,SNMMI
grid.437734.0,SWS
grid.437748.b,DMA
grid.437762.3,SHU
grid.437768.9,SAS
grid.437793.d,CLC
grid.437797.9,SRC
grid.437798.6,SEIMA
grid.437802.a,SSSA
grid.437806.e,SWPU
grid.437814.d,SLC
grid.437818.1,SRBI
grid.437850.d,SFF BC
grid.437852.f,SFAz
grid.437854.9,SFI
grid.437859.4,SWBU
grid.437875.a,SIPTU
grid.437881.1,SPES
grid.437890.1,MDE
grid.437896.7,SHI
grid.437901.8,SiTI
grid.437902.b,ФГБУ ГОИН
grid.437902.b,FGBU SOI
grid.437902.b,ZSOI
grid.437906.f,KLIF
grid.437906.f,SFT
grid.437908.1,SCAOG
grid.437913.b,SGI
grid.437916.e,SFC
grid.437917.f,FSUE SSC RF
grid.437920.b,SQA
grid.437922.9,SCIHDC
grid.437926.d,SURS
grid.437929.2,SCI
grid.437932.8,SUJCHBO
grid.437958.4,STEMNET
grid.437968.7,SHMÚ
grid.437968.7,SHMI
grid.437972.c,SIAE
grid.437975.b,DA-RIÜ KhE
grid.437975.b,RIA
grid.437976.8,SSHC
grid.437980.1,SYPTE
grid.437982.3,SWRA
grid.437987.6,INA
grid.437987.6,SETA
grid.437996.6,SBR
grid.438000.f,CLM
grid.438004.b,SHI
grid.438005.a,CeTIM
grid.438006.9,STRI
grid.438009.6,DEN
grid.438012.c,DPI
grid.438019.7,SOWEGA-AHEC
grid.438020.d,SWLAHEC
grid.438025.8,APA
grid.438027.a,ERRI
grid.438028.5,SRA/SRARN
grid.438034.8,FNB
grid.438038.4,SCP
grid.438041.a,IEEE
grid.438048.3,SHM
grid.438049.2,HU
grid.438056.c,SPVS
grid.438073.b,KCPK
grid.438075.d,WMC
grid.438078.0,M2i
grid.438081.6,Nictiz
grid.438085.2,SAMSI
grid.438107.9,FCC
grid.438108.6,SIPRI
grid.438114.b,CAESAR
grid.438117.8,KIS
grid.438118.7,SWP
grid.438152.9,USM
grid.438163.b,SCSI
grid.438166.e,BASSCOM
grid.438173.a,VHI
grid.438181.7,MSA
grid.438181.7,SCA
grid.438193.4,SSTL
grid.438196.1,TEE-TCG
grid.438207.a,STRESS scarl
grid.438211.d,TUCEB
grid.438217.b,SSP
grid.438219.5,SGC
grid.438225.a,SAS
grid.438227.8,SBN
grid.438229.6,SOI
grid.438233.d,STUVA
grid.438239.7,SRS
grid.438240.9,SASA
grid.438251.9,SAFE
grid.438253.b,SMA
grid.438263.8,PLAB
grid.438265.e,SSEA
grid.438273.9,TCKI
grid.438274.e,BFU
grid.438279.3,SHOM
grid.438280.5,BST
grid.438284.1,FSO
grid.438287.2,BfR
grid.438290.4,SPF
grid.438296.2,AUP
grid.438297.3,ASDC
grid.438298.c,SENASA
grid.438299.d,SHS
grid.438302.e,ALBA
grid.438306.a,BCSA
grid.438307.b,BSR
grid.438311.c,SLCMSR
grid.438326.8,MSH
grid.438327.9,CBM
grid.438334.b,SBI
grid.438335.a,DIIS
grid.438338.7,SNAA
grid.438338.7,SYSAAF
grid.438350.9,EASca
grid.438357.e,EBC
grid.438359.0,EC
grid.438361.b,EUCETSA
grid.438374.f,GII
grid.438376.d,GCI
grid.438384.0,HCST
grid.438389.d,ÖGUT
grid.438396.3,STE
grid.438396.3,IET
grid.438399.c,IASO
grid.438404.f,JIIS
grid.438406.d,IFZZ
grid.438413.9,SDWF
grid.438416.c,MTC
grid.438423.a,TAGES
grid.438427.e,ZonMw
grid.438441.e,TOARC
grid.438444.b,OSJCT
grid.438445.a,TPRC
grid.438452.c,RKTL
grid.438453.d,NOTA
grid.438462.f,PRB
grid.438463.e,IFN
grid.438467.a,RNID
grid.438481.2,VÚV TGM
grid.438481.2,TGM WRI
grid.438487.4,SFA
grid.438490.2,SIAT
grid.438497.5,MPA
grid.438499.b,TMSC
grid.438517.c,TAYOA
grid.438521.9,NGU
grid.438536.f,FSVO
grid.438541.f,BRIEM
grid.438541.f,RRPCEM
grid.438578.5,TBP
grid.438580.2,TSP
grid.438594.7,TCI
grid.438595.6,NIRAS
grid.438595.6,ONDRAF
grid.438597.4,TEC
grid.438602.b,NCRA
grid.438616.e,TEA
grid.438620.b,OIR
grid.438635.f,TVC
grid.438637.d,BCTQ
grid.438641.c,TVO
grid.438652.e,TUC
grid.438656.a,SAS
grid.438660.f,TEPSA
grid.438677.9,TFRI
grid.438693.3,TII
grid.438698.8,ITFE
grid.438698.8,HITSA
grid.438706.e,TI
grid.438708.0,TPAN
grid.438715.c,GSRT
grid.438725.f,TST
grid.438729.3,TCID
grid.438732.9,AUG
grid.438736.d,THECB
grid.438743.f,NDSBHE
grid.438743.f,SBHE
grid.438754.9,TRI
grid.438805.2,TRINITI
grid.438807.0,UIL
grid.438810.6,TCC
grid.438812.4,UIMM
grid.438813.5,TPI
grid.438827.2,UKERC
grid.438831.5,RPI
grid.438832.6,UNIK
grid.438833.7,USRIEP
grid.438834.0,UkrSCES
grid.438841.2,AIU
grid.438844.7,SETBIR
grid.438846.5,DonNU
grid.438848.b,THCI
grid.438850.2,ÚPT AV ČR
grid.438850.2,ISI AS CR
grid.438852.0,ITAM AS CR
grid.438852.0,ÚTAM AV ČR
grid.438853.1,UND
grid.438859.b,SMS
grid.438863.2,UNM
grid.438865.4,TTMD
grid.438867.6,TTGV
grid.438873.3,ISM
grid.438882.d,UNG
grid.438894.a,MAL
grid.438895.b,UIRS
grid.438899.7,VDDI
grid.438901.7,UMK
grid.438906.0,UHU
grid.438914.3,VBI
grid.438919.e,UNIDCOM
grid.438927.3,UNIMED
grid.438937.2,VDMA
grid.438939.c,VDAB
grid.438940.2,UBC
grid.438941.3,IUR
grid.438943.1,UTAC
grid.438960.0,VÚZ – PI SR
grid.438969.9,WCPC
grid.438979.8,NMI-VSL
grid.438980.e,VDC
grid.438984.a,VJAS
grid.438991.e,WRI
grid.439002.c,UNEP
grid.439003.d,UNOPS
grid.439006.8,GKV
grid.439014.b,VDW
grid.439028.4,TTZ
grid.439035.8,VÖZ
grid.439052.9,WAPMERR
grid.439054.f,VERTIC
grid.439056.d,WHO
grid.439063.b,VCB
grid.439064.c,WWF
grid.439066.e,Wfk
grid.439096.1,VESO
grid.439097.0,WAJ
grid.439099.e,VHLA
grid.439104.b,WIV
grid.439109.6,WWF
grid.439115.b,WCF
grid.439126.b,VHIF
grid.439137.b,WIFI
grid.439141.a,WBU
grid.439150.a,WCMC
grid.439152.8,VPRI
grid.439164.d,WIC
grid.439167.e,SEMIDE
grid.439167.e,EMWIS
grid.439175.d,XDS
grid.439177.f,YAT
grid.439181.6,WR
grid.439195.3,ZENIT
grid.439196.0,YDI
grid.439200.c,VOA
grid.439204.8,YSP
grid.439258.1,ZEUS
grid.439273.8,ZINQAP
grid.439283.7,ZIOC
grid.439294.1,WJE
grid.439300.d,Zi
grid.439310.c,WAR
grid.439317.b,WIG
grid.439319.5,WIN
grid.439321.e,WRDC
grid.439323.c,WISE NL
grid.439326.9,ACW
grid.439329.6,WHIWH
grid.439339.7,WHRI
grid.439340.9,TWTC
grid.439360.b,WEA
grid.439418.3,AWP
grid.439450.f,SWLSTG
grid.439803.5,LNWH
grid.439910.6,AAPS
grid.439918.e,ACAD
grid.439920.5,BCHM
grid.439920.5,CBMH
grid.439922.7,ACELF
grid.439923.6,ACL
grid.439923.6,CLA
grid.439931.5,ACSALF
grid.439938.c,ICS
grid.439940.3,ADQ
grid.439941.2,ALCQ
grid.439941.2,ACQL
grid.439944.7,IPAC
grid.439945.6,ICCS
grid.439946.5,ACC
grid.439946.5,CCA
grid.439949.a,ACRT
grid.439949.a,CATR
grid.439951.3,KAG
grid.439953.1,RCIE
grid.439953.1,CNIE
grid.439957.5,CCCR
grid.439959.b,BAL
grid.439960.1,CCPA
grid.439961.0,AASSC
grid.439962.3,CCLT
grid.439962.3,CCSA
grid.439963.2,CCA
grid.439965.4,SCSE
grid.439968.9,ACA
grid.439970.0,ACCUTE
grid.439974.4,ACMLA
grid.439975.5,SDH
grid.439975.5,SCHN
grid.439975.5,CSDH
grid.439977.7,SSS
grid.439978.8,ADMEE
grid.439979.9,MNC
grid.439980.f,SÉAC
grid.439980.f,SSAC
grid.439981.e,MiHR
grid.439982.d,SSEA
grid.439985.a,BIC
grid.439986.9,BQFNC
grid.439988.7,CCDI
grid.439988.7,CCIL
grid.439990.e,CCSD
grid.439992.c,CCPA
grid.439992.c,ACCP
grid.439996.8,NCS
grid.439997.9,SbC
grid.439997.9,BSC
grid.439998.6,CFI
grid.439999.7,CLLN
grid.440001.1,ACJP
grid.440001.1,CCJA
grid.440002.2,WI
grid.440004.4,CEA
grid.440005.5,CAES
grid.440007.7,CASCA
grid.440010.1,USB
grid.440012.3,AAUC
grid.440012.3,UAAC
grid.440013.2,NWAC
grid.440015.4,CARC
grid.440020.2,CABE
grid.440021.3,PC-TRIADD
grid.440024.6,CACLALS
grid.440026.4,CAGS
grid.440028.a,CFCJ
grid.440030.3,SHC
grid.440030.3,CHA
grid.440031.2,CALS
grid.440032.1,CFCAS
grid.440033.0,YSB
grid.440034.7,WGSRF
grid.440035.6,MDC
grid.440036.5,CCBR
grid.440037.4,CDRD
grid.440038.b,ACC
grid.440038.b,CCA
grid.440039.a,CIMTEC
grid.440041.5,CASWE
grid.440042.6,CIGI
grid.440043.7,CASC
grid.440044.0,OUC
grid.440045.1,CPDC
grid.440046.2,OCE
grid.440047.3,ACRI
grid.440047.3,CIRA
grid.440048.c,CAANS
grid.440049.d,ICCC
grid.440050.5,ICRA
grid.440050.5,CIFAR
grid.440051.4,ACÉÉA
grid.440051.4,CASAE
grid.440052.7,CIHM
grid.440054.1,OHS
grid.440056.3,C3E
grid.440057.2,CAG
grid.440058.d,CMU
grid.440061.7,PTRC
grid.440062.4,PSC
grid.440063.5,SCRN
grid.440063.5,CNRS
grid.440064.2,ACRS
grid.440064.2,CALJ
grid.440065.3,PIMS
grid.440066.0,CARL
grid.440068.e,CQDM
grid.440069.f,ACAAR
grid.440069.f,CARA
grid.440070.7,CAG
grid.440072.5,CBS
grid.440073.4,CORS
grid.440074.3,ACPA
grid.440076.1,CPRN
grid.440077.0,CPSA
grid.440078.f,CPA
grid.440082.a,ICREF
grid.440082.a,CRIAW
grid.440087.f,CSC
grid.440088.0,CBOC
grid.440089.1,CES
grid.440092.b,CAP
grid.440093.a,CCHA
grid.440102.3,FEUQ
grid.440109.8,CAPSA
grid.440110.0,CSIS
grid.440112.2,CSMS
grid.440115.5,CCD
grid.440119.9,SCHM
grid.440119.9,CSHM
grid.440120.3,CMEC
grid.440121.2,CSSE
grid.440122.1,CSSHE
grid.440129.a,CEGEP
grid.440142.7,ACEE
grid.440142.7,ESAC
grid.440145.0,ECW
grid.440150.4,FCD
grid.440155.1,ACÉC
grid.440155.1,FSAC
grid.440157.3,FSAC
grid.440157.3,ACEF
grid.440162.5,FRQSC
grid.440200.2,ADRZ
grid.440297.c,BAO
grid.440306.5,HAO
grid.440318.a,LIGO
grid.440357.1,ARO
grid.440361.4,MAO
grid.440368.d,CTU
grid.440394.e,CSO
grid.440403.7,RMUTT
grid.440409.d,ALMA
grid.440412.7,LEU
grid.440418.d,MAT
grid.440422.4,IIUM
grid.440422.4,UIAM
grid.440430.7,GSU
grid.440438.f,UMP
grid.440438.f,KUKTEM
grid.440439.e,UniKL
grid.440460.2,OCA
grid.440462.0,MSGSU
grid.440485.9,UTN
grid.440491.c,UNLPAM
grid.440505.0,DUET
grid.440505.0,BITD
grid.440522.5,AWKUM
grid.440527.0,ARIES
grid.440528.f,USO
grid.440561.2,EFEI
grid.440561.2,UNIFEI
grid.440568.b,KUSTAR
grid.440575.7,BAO
grid.440577.5,GAO
grid.440588.5,NWPU
grid.440588.5,NPU
grid.440591.d,PPU
grid.440600.6,UBD
grid.440622.6,SDAU
grid.440631.4,UDA
grid.440639.c,SDU
grid.440648.a,AUST
grid.440649.b,SWUST
grid.440650.3,AHUT
grid.440653.0,BMU
grid.440667.7,IIEST
grid.440669.9,CSUT
grid.440673.2,CZU
grid.440678.9,DCE
grid.440678.9,DTU
grid.440691.e,GBPUA&T
grid.440699.6,MMU
grid.440700.7,NEFU
grid.440701.6,XJTLU
grid.440704.3,XAUAT
grid.440719.f,GXUST
grid.440723.6,GUET
grid.440725.0,GUT
grid.440742.1,WBUT
grid.440742.1,MAKAUT
grid.440757.5,NU
grid.440786.9,HSU
grid.440789.6,STU
grid.440801.9,SKUMS
grid.440824.e,LSU
grid.440844.8,NUFE
grid.440854.9,SUPA
grid.440891.0,IUF
grid.440896.7,GJU
grid.440899.8,GMU
grid.440899.8,USGM
grid.440929.2,GNTECH
grid.440932.8,HUFS
grid.440940.d,JWU
grid.440941.c,KAU
grid.440943.e,Hsnr
grid.440944.9,KNUE
grid.440949.4,OCU
grid.440951.d,KPU
grid.440957.b,LIKAT
grid.440958.4,KIU
grid.440961.e,SWU
grid.440967.8,THM
grid.440996.6,IAP
grid.441018.8,INCAE
grid.441032.0,UVM
grid.441034.6,TEC
grid.441034.6,ITCR
grid.441047.2,UIA
grid.441055.1,UIC
grid.441107.7,KCU
grid.441136.5,CEU
grid.441156.3,AAU
grid.441218.a,UNVA
grid.441370.5,CCHS
grid.441370.5,IU
grid.441462.1,UNE
grid.441535.2,SUNY Poly
grid.441582.e,AJU
grid.441600.7,CETYS
grid.441626.3,UCEMA
grid.441683.c,UCSP
grid.441896.6,ITM
grid.441999.8,ECI
grid.442096.d,IMT
grid.442146.1,IUPG
grid.442194.e,UPACIFICO
grid.442254.1,ESPE
grid.442295.c,HEM
grid.442298.1,INSEA
grid.442300.1,INPT
grid.442320.3,ISPT-KIN
grid.442322.1,IGA
grid.442341.4,MGI
grid.442343.6,eHECT
grid.442345.0,ENMAS
grid.442353.7,ENSSMAL
grid.442371.7,EPAU
grid.442396.e,ISCISA
grid.442476.7,SAUT
grid.442493.c,AUST
grid.442544.7,IHET
grid.442653.2,ESG
grid.442679.a,AKSU
grid.442708.d,IME
grid.442722.5,MAM
grid.442729.e,ENS
grid.442749.8,ESSIC
grid.442753.3,EISMV
grid.442777.5,ESMT
grid.442786.b,ESIG
grid.442845.b,BDU
grid.442860.c,GIKI
grid.442873.e,ASOA
grid.442873.e,ASUOI
grid.442890.3,IUG
grid.442942.d,UPHSD
grid.443003.0,GUB
grid.443034.4,SUB
grid.443099.3,UPI
grid.443152.5,IU
grid.443196.d,PPIU
grid.443242.7,BDA
grid.443244.1,BFA
grid.443252.6,BIFT
grid.443253.7,BIGC
grid.443254.0,BIPT
grid.443270.6,CAFA
