grid_id,type
grid.445109.d,Education
grid.445110.5,Education
grid.445111.4,Education
grid.445112.7,Education
grid.445113.6,Company
grid.445114.1,Education
grid.445115.0,Company
grid.445116.3,Education
grid.445119.c,Education
grid.445121.7,Education
grid.445125.3,Education
grid.445128.e,Education
grid.445130.7,Education
grid.445131.6,Education
grid.445132.5,Education
grid.445133.4,Education
grid.445135.2,Education
grid.445136.1,Education
grid.445138.f,Education
grid.445140.0,Education
grid.445141.1,Education
grid.445143.3,Education
grid.445145.5,Education
grid.445147.7,Education
grid.445148.8,Company
grid.445149.9,Education
grid.445150.1,Education
grid.445152.3,Company
grid.445153.2,Education
grid.445154.5,Education
grid.445157.6,Education
grid.445158.9,Education
grid.445159.8,Education
grid.445161.3,Education
grid.445165.7,Education
grid.445166.4,Education
grid.445170.3,Education
grid.445171.2,Education
grid.445172.1,Education
grid.445173.0,Company
grid.445174.7,Education
grid.445175.6,Education
grid.445176.5,Education
grid.445177.4,Education
grid.445178.b,Education
grid.445180.c,Education
grid.445181.d,Education
grid.445182.e,Education
grid.445183.f,Education
grid.445184.8,Education
grid.445185.9,Education
grid.445186.a,Education
grid.445188.4,Education
grid.445189.5,Education
grid.445191.c,Education
grid.445192.f,Education
grid.445193.e,Education
grid.445194.9,Education
grid.445196.b,Education
grid.445197.a,Education
grid.445198.5,Education
grid.445199.4,Education
grid.445200.7,Education
grid.445201.6,Education
grid.445202.5,Education
grid.445204.3,Healthcare
grid.445206.1,Education
grid.445209.e,Education
grid.445211.7,Education
grid.445212.4,Education
grid.445214.2,Education
grid.445215.3,Education
grid.445217.1,Education
grid.445218.e,Education
grid.445219.f,Education
grid.445221.4,Education
grid.445222.7,Education
grid.445223.6,Education
grid.445224.1,Education
grid.445225.0,Education
grid.445226.3,Education
grid.445227.2,Education
grid.445229.c,Education
grid.445230.4,Education
grid.445234.0,Education
grid.445235.1,Education
grid.445236.2,Education
grid.445237.3,Education
grid.445238.c,Education
grid.445239.d,Education
grid.445240.3,Company
grid.445241.2,Company
grid.445242.1,Company
grid.445243.0,Company
grid.445244.7,Healthcare
grid.445245.6,Education
grid.445246.5,Education
grid.445247.4,Education
grid.445249.a,Education
grid.445251.3,Education
grid.445252.0,Education
grid.445254.6,Education
grid.445255.7,Education
grid.445256.4,Education
grid.445257.5,Education
grid.445258.a,Other
grid.445259.b,Education
grid.445260.1,Education
grid.445261.0,Education
grid.445262.3,Education
grid.445263.2,Education
grid.445264.5,Education
grid.445266.7,Education
grid.445267.6,Education
grid.445268.9,Education
grid.445271.1,Education
grid.445273.3,Education
grid.445274.4,Education
grid.445275.5,Education
grid.445276.6,Education
grid.445278.8,Education
grid.445279.9,Education
grid.445280.f,Education
grid.445281.e,Education
grid.445283.c,Education
grid.445284.b,Education
grid.445285.a,Education
grid.445286.9,Education
grid.445287.8,Education
grid.445288.7,Education
grid.445290.e,Education
grid.445293.d,Education
grid.445294.a,Education
grid.445295.b,Education
grid.445297.9,Education
grid.445298.6,Education
grid.445299.7,Education
grid.445300.6,Education
grid.445301.7,Education
grid.445302.4,Education
grid.445303.5,Education
grid.445304.2,Education
grid.445305.3,Education
grid.445306.0,Education
grid.445307.1,Education
grid.445308.e,Education
grid.445310.7,Healthcare
grid.445312.5,Education
grid.445313.4,Education
grid.445314.3,Education
grid.445316.1,Education
grid.445318.f,Education
grid.445319.e,Education
grid.445320.4,Education
grid.445321.5,Education
grid.445324.0,Facility
grid.445325.1,Education
grid.445327.3,Education
grid.445328.c,Education
grid.445329.d,Education
grid.445330.5,Education
grid.445331.4,Education
grid.445332.7,Education
grid.445333.6,Education
grid.445336.3,Education
grid.445337.2,Education
grid.445341.3,Healthcare
grid.445344.6,Education
grid.445345.7,Education
grid.445346.4,Education
grid.445348.a,Education
grid.445349.b,Education
grid.445353.0,Education
grid.445354.7,Education
grid.445355.6,Education
grid.445356.5,Education
grid.445357.4,Education
grid.445359.a,Education
grid.445361.1,Education
grid.445362.2,Education
grid.445363.3,Education
grid.445364.4,Education
grid.445365.5,Education
grid.445366.6,Education
grid.445370.1,Education
grid.445371.0,Education
grid.445372.3,Healthcare
grid.445374.5,Education
grid.445375.4,Education
grid.445377.6,Education
grid.445379.8,Healthcare
grid.445380.e,Education
grid.445382.c,Healthcare
grid.445384.a,Education
grid.445385.b,Education
grid.445386.8,Education
grid.445387.9,Education
grid.445389.7,Education
grid.445390.f,Education
grid.445393.c,Education
grid.445395.a,Education
grid.445396.9,Education
grid.445397.8,Education
grid.445399.6,Education
grid.445400.1,Education
grid.445402.3,Education
grid.445403.2,Education
grid.445405.4,Education
grid.445406.7,Education
grid.445409.8,Education
grid.445410.0,Education
grid.445412.2,Education
grid.445413.3,Education
grid.445414.4,Education
grid.445415.5,Education
grid.445418.8,Education
grid.445419.9,Education
grid.445422.1,Education
grid.445423.0,Education
grid.445424.7,Education
grid.445425.6,Education
grid.445426.5,Healthcare
grid.445427.4,Education
grid.445428.b,Education
grid.445429.a,Education
grid.445430.2,Education
grid.445432.0,Healthcare
grid.445433.1,Education
grid.445434.6,Education
grid.445435.7,Education
grid.445437.5,Education
grid.445439.b,Education
grid.445440.5,Education
grid.445442.7,Education
grid.445443.6,Education
grid.445446.3,Education
grid.445447.2,Education
grid.445448.d,Education
grid.445449.c,Education
grid.445450.4,Education
grid.445451.5,Facility
grid.445452.6,Education
grid.445455.1,Education
grid.445457.3,Education
grid.445458.c,Education
grid.445459.d,Education
grid.445460.7,Education
grid.445461.6,Education
grid.445463.4,Education
grid.445467.0,Education
grid.445469.e,Education
grid.445471.7,Education
grid.445472.4,Education
grid.445474.2,Education
grid.445476.0,Education
grid.445477.1,Facility
grid.445478.e,Education
grid.445481.8,Education
grid.445482.b,Education
grid.445487.e,Education
grid.445488.1,Education
grid.445489.0,Education
grid.445490.8,Education
grid.445491.9,Education
grid.445492.a,Education
grid.445493.b,Education
grid.445495.d,Education
grid.445496.e,Education
grid.445497.f,Education
grid.445498.0,Education
grid.445499.1,Education
grid.445500.0,Education
grid.445501.1,Education
grid.445504.4,Healthcare
grid.445505.5,Education
grid.445506.6,Education
grid.445507.7,Education
grid.445508.8,Education
grid.445509.9,Education
grid.445510.1,Education
grid.445512.3,Education
grid.445514.5,Education
grid.445515.4,Education
grid.445516.7,Education
grid.445517.6,Facility
grid.445518.9,Education
grid.445521.3,Education
grid.445522.0,Education
grid.445523.1,Education
grid.445524.6,Education
grid.445526.4,Education
grid.445528.a,Education
grid.445529.b,Education
grid.445531.2,Education
grid.445532.1,Education
grid.445533.0,Education
grid.445534.7,Education
grid.445535.6,Education
grid.445536.5,Education
grid.445537.4,Education
grid.445539.a,Education
grid.445541.5,Healthcare
grid.445542.6,Education
grid.445543.7,Education
grid.445545.1,Education
grid.445546.2,Education
grid.445548.c,Education
grid.445549.d,Education
grid.445550.5,Education
grid.445552.7,Education
grid.445554.1,Education
grid.445555.0,Education
grid.445556.3,Education
grid.445557.2,Education
grid.445558.d,Education
grid.445561.7,Education
grid.445562.4,Education
grid.445565.3,Education
grid.445566.0,Facility
grid.445567.1,Education
grid.445568.e,Education
grid.445569.f,Education
grid.445573.4,Education
grid.445577.0,Education
grid.445579.e,Education
grid.445581.9,Education
grid.445582.a,Education
grid.445584.c,Education
grid.445586.e,Education
grid.445587.f,Education
grid.445588.0,Education
grid.445590.9,Education
grid.445593.a,Education
grid.445594.d,Education
grid.445595.c,Education
grid.445596.f,Education
grid.445600.3,Education
grid.445601.2,Education
grid.445603.0,Education
grid.445604.7,Education
grid.445606.5,Education
grid.445607.4,Education
grid.445608.b,Education
grid.445609.a,Education
grid.445610.2,Education
grid.445612.0,Education
grid.445613.1,Education
grid.445616.4,Education
grid.445617.5,Education
grid.445618.a,Education
grid.445620.1,Education
grid.445621.0,Education
grid.445622.3,Education
grid.445625.4,Education
grid.445628.9,Education
grid.445629.8,Education
grid.445630.0,Education
grid.445631.1,Education
grid.445632.2,Education
grid.445635.5,Education
grid.445637.7,Education
grid.445638.8,Education
grid.445639.9,Healthcare
grid.445642.5,Education
grid.445643.4,Education
grid.445646.1,Education
grid.445648.f,Education
grid.445650.6,Education
grid.445652.4,Education
grid.445654.2,Education
grid.445655.3,Education
grid.445656.0,Education
grid.445659.f,Education
grid.445660.5,Education
grid.445661.4,Education
grid.445662.7,Education
grid.445663.6,Education
grid.445664.1,Healthcare
grid.445665.0,Education
grid.445667.2,Education
grid.445668.d,Education
grid.445669.c,Education
grid.445670.4,Education
grid.445671.5,Education
grid.445672.6,Education
grid.445673.7,Education
grid.445674.0,Education
grid.445675.1,Education
grid.445676.2,Education
grid.445677.3,Education
grid.445678.c,Archive
grid.445680.b,Government
grid.445683.8,Education
grid.445684.f,Education
grid.445686.d,Education
grid.445687.c,Education
grid.445688.3,Education
grid.445689.2,Education
grid.445690.a,Education
grid.445691.b,Education
grid.445692.8,Facility
grid.445693.9,Education
grid.445694.e,Education
grid.445695.f,Education
grid.445696.c,Education
grid.445697.d,Education
grid.445698.2,Education
grid.445699.3,Education
grid.445700.2,Education
grid.445701.3,Education
grid.445702.0,Education
grid.445703.1,Education
grid.445704.6,Education
grid.445705.7,Education
grid.445706.4,Education
grid.445707.5,Education
grid.445708.a,Education
grid.445709.b,Education
grid.445710.3,Education
grid.445711.2,Education
grid.445713.0,Education
grid.445714.7,Education
grid.445715.6,Education
grid.445717.4,Healthcare
grid.445718.b,Education
grid.445719.a,Education
grid.445720.0,Education
grid.445721.1,Education
grid.445722.2,Education
grid.445723.3,Education
grid.445725.5,Education
grid.445726.6,Education
grid.445727.7,Education
grid.445729.9,Education
grid.445730.1,Education
grid.445731.0,Education
grid.445732.3,Education
grid.445733.2,Education
grid.445735.4,Education
grid.445737.6,Education
grid.445738.9,Education
grid.445739.8,Education
grid.445740.6,Education
grid.445741.7,Education
grid.445743.5,Education
grid.445744.2,Education
grid.445745.3,Education
grid.445748.e,Education
grid.445749.f,Education
grid.445751.6,Education
grid.445752.5,Education
grid.445753.4,Education
grid.445754.3,Education
grid.445755.2,Education
grid.445757.0,Education
grid.445758.f,Education
grid.445760.4,Education
grid.445762.6,Education
grid.445763.7,Education
grid.445764.0,Education
grid.445765.1,Education
grid.445766.2,Education
grid.445767.3,Education
grid.445770.5,Education
grid.445771.4,Education
grid.445772.7,Education
grid.445773.6,Education
grid.445774.1,Education
grid.445775.0,Education
grid.445776.3,Education
grid.445777.2,Education
grid.445779.c,Education
grid.445780.a,Healthcare
grid.445781.b,Education
grid.445782.8,Education
grid.445783.9,Education
grid.445784.e,Education
grid.445785.f,Education
grid.445787.d,Education
grid.445789.3,Education
grid.445791.a,Education
grid.445792.9,Education
grid.445793.8,Education
grid.445795.e,Education
grid.445796.d,Facility
grid.445797.c,Education
grid.445798.3,Education
grid.445799.2,Healthcare
grid.445800.d,Education
grid.445801.c,Education
grid.445803.e,Education
grid.445804.9,Healthcare
grid.445806.b,Education
grid.445807.a,Education
grid.445808.5,Other
grid.445809.4,Education
grid.445812.e,Education
grid.445813.f,Education
grid.445815.9,Education
grid.445816.a,Education
grid.445819.5,Education
grid.445820.f,Education
grid.445823.c,Education
grid.445825.a,Education
grid.445826.9,Education
grid.445827.8,Other
grid.445830.e,Education
grid.445831.f,Education
grid.445833.d,Education
grid.445834.a,Education
grid.445835.b,Education
grid.445836.8,Education
grid.445838.6,Education
grid.445841.8,Education
grid.445842.b,Education
grid.445843.a,Education
grid.445844.d,Education
grid.445847.e,Education
grid.445848.1,Education
grid.445852.a,Education
grid.445853.b,Education
grid.445854.c,Education
grid.445855.d,Education
grid.445856.e,Education
grid.445857.f,Education
grid.445858.0,Education
grid.445866.d,Education
grid.445867.c,Education
grid.445868.3,Education
grid.445869.2,Education
grid.445872.8,Education
grid.445873.9,Education
grid.445875.f,Education
grid.445876.c,Education
grid.445877.d,Education
grid.445878.2,Education
grid.445879.3,Education
grid.445881.4,Education
grid.445882.7,Education
grid.445883.6,Education
grid.445885.0,Education
grid.445887.2,Education
grid.445888.d,Education
grid.445889.c,Education
grid.445890.4,Education
grid.445891.5,Education
grid.445892.6,Education
grid.445893.7,Other
grid.445894.0,Education
grid.445895.1,Education
grid.445896.2,Education
grid.445898.c,Education
grid.445899.d,Education
grid.445903.f,Education
grid.445904.8,Education
grid.445905.9,Education
grid.445906.a,Education
grid.445907.b,Healthcare
grid.445909.5,Education
grid.445910.d,Education
grid.445911.c,Education
grid.445912.f,Education
grid.445913.e,Education
grid.445914.9,Education
grid.445916.b,Education
grid.445921.f,Education
grid.445922.c,Education
grid.445923.d,Education
grid.445924.a,Education
grid.445925.b,Education
grid.445929.7,Education
grid.445930.f,Education
grid.445931.e,Healthcare
grid.445932.d,Education
grid.445935.a,Healthcare
grid.445936.9,Education
grid.445937.8,Education
grid.445938.7,Education
grid.445939.6,Education
grid.445940.8,Education
grid.445941.9,Education
grid.445942.a,Education
grid.445943.b,Education
grid.445944.c,Education
grid.445945.d,Education
grid.445946.e,Education
grid.445948.0,Education
grid.445949.1,Education
grid.445950.9,Education
grid.445951.8,Education
grid.445952.b,Education
grid.445953.a,Education
grid.445954.d,Education
grid.445955.c,Education
grid.445956.f,Education
grid.445957.e,Education
grid.445961.b,Education
grid.445962.8,Healthcare
grid.445963.9,Education
grid.445964.e,Education
grid.445965.f,Education
grid.445967.d,Education
grid.445968.2,Education
grid.445969.3,Education
grid.445970.b,Education
grid.445971.a,Education
grid.445972.9,Education
grid.445973.8,Education
grid.445974.f,Education
grid.445976.d,Education
grid.445977.c,Education
grid.445978.3,Education
grid.445979.2,Healthcare
grid.445980.4,Education
grid.445982.6,Education
grid.445983.7,Education
grid.445984.0,Education
grid.445985.1,Education
grid.445986.2,Education
grid.445987.3,Education
grid.445988.c,Education
grid.445989.d,Education
grid.445990.5,Education
grid.445992.7,Education
grid.445994.1,Education
grid.445995.0,Education
grid.445997.2,Education
grid.445998.d,Education
grid.445999.c,Education
grid.446000.6,Education
grid.446001.7,Education
grid.446002.4,Education
grid.446003.5,Education
grid.446004.2,Education
grid.446005.3,Education
grid.446006.0,Education
grid.446008.e,Education
grid.446009.f,Education
grid.446010.7,Education
grid.446011.6,Healthcare
grid.446012.5,Education
grid.446013.4,Healthcare
grid.446015.2,Education
grid.446016.1,Education
grid.446017.0,Education
grid.446018.f,Education
grid.446019.e,Education
grid.446020.4,Education
grid.446021.5,Education
grid.446023.7,Education
grid.446025.1,Healthcare
grid.446026.2,Healthcare
grid.446027.3,Education
grid.446028.c,Education
grid.446029.d,Education
grid.446030.5,Education
grid.446031.4,Education
grid.446032.7,Education
grid.446033.6,Education
grid.446035.0,Education
grid.446036.3,Education
grid.446037.2,Healthcare
grid.446038.d,Education
grid.446039.c,Education
grid.446040.2,Education
grid.446043.1,Education
grid.446044.6,Education
grid.446045.7,Education
grid.446046.4,Education
grid.446047.5,Education
grid.446048.a,Education
grid.446049.b,Education
grid.446050.3,Education
grid.446052.1,Education
grid.446053.0,Education
grid.446054.7,Education
grid.446056.5,Education
grid.446057.4,Education
grid.446058.b,Education
grid.446059.a,Education
grid.446060.0,Healthcare
grid.446061.1,Other
grid.446063.3,Education
grid.446064.4,Education
grid.446065.5,Education
grid.446067.7,Education
grid.446068.8,Education
grid.446069.9,Education
grid.446070.1,Education
grid.446072.3,Education
grid.446073.2,Education
grid.446074.5,Education
grid.446075.4,Education
grid.446076.7,Education
grid.446077.6,Education
grid.446078.9,Education
grid.446080.e,Education
grid.446081.f,Education
grid.446082.c,Education
grid.446083.d,Education
grid.446085.b,Education
grid.446086.8,Education
grid.446087.9,Education
grid.446088.6,Education
grid.446089.7,Education
grid.446090.f,Education
grid.446091.e,Education
grid.446092.d,Other
grid.446093.c,Education
grid.446094.b,Education
grid.446095.a,Education
grid.446097.8,Education
grid.446098.7,Education
grid.446099.6,Education
grid.446100.7,Education
grid.446101.6,Education
grid.446102.5,Education
grid.446103.4,Education
grid.446104.3,Facility
grid.446105.2,Education
grid.446106.1,Education
grid.446109.e,Education
grid.446110.6,Education
grid.446111.7,Education
grid.446112.4,Education
grid.446113.5,Education
grid.446114.2,Education
grid.446117.1,Education
grid.446119.f,Education
grid.446120.5,Education
grid.446121.4,Education
grid.446122.7,Healthcare
grid.446123.6,Education
grid.446124.1,Education
grid.446125.0,Education
grid.446126.3,Education
grid.446127.2,Education
grid.446129.c,Education
grid.446133.7,Education
grid.446134.0,Education
grid.446136.2,Education
grid.446139.d,Education
grid.446140.3,Healthcare
grid.446142.1,Education
grid.446143.0,Education
grid.446145.6,Healthcare
grid.446146.5,Education
grid.446147.4,Education
grid.446150.2,Healthcare
grid.446151.3,Education
grid.446152.0,Education
grid.446153.1,Education
grid.446154.6,Education
grid.446156.4,Education
grid.446157.5,Education
grid.446158.a,Healthcare
grid.446160.1,Education
grid.446161.0,Education
grid.446162.3,Education
grid.446163.2,Education
grid.446165.4,Education
grid.446166.7,Education
grid.446167.6,Education
grid.446168.9,Education
grid.446169.8,Education
grid.446170.0,Education
grid.446171.1,Education
grid.446172.2,Education
grid.446173.3,Healthcare
grid.446174.4,Education
grid.446175.5,Education
grid.446176.6,Government
grid.446177.7,Education
grid.446178.8,Healthcare
grid.446179.9,Education
grid.446180.f,Education
grid.446181.e,Education
grid.446182.d,Education
grid.446183.c,Education
grid.446184.b,Education
grid.446185.a,Education
grid.446186.9,Education
grid.446187.8,Education
grid.446188.7,Education
grid.446190.e,Education
grid.446191.f,Education
grid.446193.d,Education
grid.446194.a,Education
grid.446195.b,Education
grid.446196.8,Healthcare
grid.446197.9,Education
grid.446199.7,Education
grid.446200.4,Education
grid.446201.5,Education
grid.446202.6,Education
grid.446203.7,Education
grid.446204.0,Education
grid.446206.2,Education
grid.446207.3,Education
grid.446208.c,Education
grid.446209.d,Education
grid.446210.5,Education
grid.446211.4,Education
grid.446212.7,Education
grid.446213.6,Education
grid.446214.1,Education
grid.446216.3,Education
grid.446217.2,Education
grid.446218.d,Education
grid.446219.c,Education
grid.446221.7,Education
grid.446222.4,Education
grid.446224.2,Education
grid.446225.3,Education
grid.446226.0,Education
grid.446227.1,Education
grid.446228.e,Education
grid.446229.f,Education
grid.446231.6,Education
grid.446232.5,Education
grid.446233.4,Education
grid.446234.3,Education
grid.446236.1,Education
grid.446237.0,Education
grid.446238.f,Other
grid.446239.e,Education
grid.446242.2,Education
grid.446243.3,Education
grid.446244.4,Education
grid.446246.6,Education
grid.446248.8,Education
grid.446249.9,Education
grid.446250.1,Education
grid.446251.0,Education
grid.446252.3,Education
grid.446253.2,Other
grid.446254.5,Healthcare
grid.446257.6,Education
grid.446260.2,Education
grid.446261.3,Education
grid.446263.1,Education
grid.446264.6,Education
grid.446265.7,Education
grid.446266.4,Education
grid.446267.5,Education
grid.446268.a,Education
grid.446269.b,Education
grid.446270.3,Education
grid.446273.0,Education
grid.446275.6,Education
grid.446276.5,Education
grid.446277.4,Education
grid.446278.b,Education
grid.446280.c,Education
grid.446282.e,Education
grid.446283.f,Education
grid.446284.8,Education
grid.446285.9,Education
grid.446286.a,Education
grid.446287.b,Education
grid.446288.4,Education
grid.446290.d,Education
grid.446292.f,Education
grid.446293.e,Education
grid.446294.9,Education
grid.446296.b,Education
grid.446297.a,Education
grid.446298.5,Education
grid.446299.4,Education
grid.446300.5,Education
grid.446301.4,Education
grid.446302.7,Education
grid.446303.6,Education
grid.446304.1,Education
grid.446305.0,Education
grid.446306.3,Education
grid.446307.2,Education
grid.446308.d,Education
grid.446309.c,Education
grid.446310.4,Education
grid.446312.6,Education
grid.446313.7,Healthcare
grid.446314.0,Education
grid.446315.1,Education
grid.446316.2,Education
grid.446317.3,Education
grid.446318.c,Education
grid.446319.d,Education
grid.446320.7,Education
grid.446322.5,Education
grid.446323.4,Archive
grid.446324.3,Nonprofit
grid.446325.2,Archive
grid.446326.1,Archive
grid.446327.0,Archive
grid.446328.f,Archive
grid.446329.e,Archive
grid.446330.6,Archive
grid.446331.7,Archive
grid.446332.4,Archive
grid.446333.5,Nonprofit
grid.446334.2,Archive
grid.446335.3,Archive
grid.446336.0,Nonprofit
grid.446337.1,Facility
grid.446338.e,Archive
grid.446339.f,Archive
grid.446340.1,Government
grid.446341.0,Archive
grid.446342.3,Archive
grid.446343.2,Archive
grid.446344.5,Archive
grid.446345.4,Nonprofit
grid.446346.7,Archive
grid.446347.6,Education
grid.446348.9,Archive
grid.446349.8,Government
grid.446350.0,Archive
grid.446351.1,Archive
grid.446352.2,Education
grid.446353.3,Archive
grid.446354.4,Archive
grid.446355.5,Archive
grid.446356.6,Education
grid.446357.7,Archive
grid.446358.8,Nonprofit
grid.446359.9,Archive
grid.446360.3,Archive
grid.446361.2,Nonprofit
grid.446362.1,Archive
grid.446363.0,Nonprofit
grid.446364.7,Archive
grid.446365.6,Archive
grid.446366.5,Archive
grid.446367.4,Other
grid.446368.b,Nonprofit
grid.446369.a,Nonprofit
grid.446370.2,Archive
grid.446371.3,Archive
grid.446372.0,Archive
grid.446373.1,Archive
grid.446374.6,Archive
grid.446375.7,Archive
grid.446376.4,Nonprofit
grid.446377.5,Archive
grid.446378.a,Archive
grid.446379.b,Archive
grid.446380.d,Archive
grid.446381.c,Education
grid.446382.f,Archive
grid.446383.e,Archive
grid.446384.9,Education
grid.446385.8,Archive
grid.446386.b,Archive
grid.446387.a,Archive
grid.446388.5,Education
grid.446389.4,Nonprofit
grid.446390.c,Nonprofit
grid.446391.d,Nonprofit
grid.446392.e,Other
grid.446393.f,Other
grid.446394.8,Archive
grid.446395.9,Archive
grid.446396.a,Archive
grid.446397.b,Education
grid.446398.4,Education
grid.446399.5,Education
grid.446400.2,Archive
grid.446401.3,Company
grid.446402.0,Other
grid.446403.1,Archive
grid.446404.6,Nonprofit
grid.446405.7,Archive
grid.446406.4,Archive
grid.446407.5,Nonprofit
grid.446408.a,Archive
grid.446409.b,Other
grid.446410.3,Nonprofit
grid.446411.2,Nonprofit
grid.446412.1,Archive
grid.446413.0,Nonprofit
grid.446414.7,Nonprofit
grid.446415.6,Archive
grid.446416.5,Nonprofit
grid.446417.4,Archive
grid.446418.b,Archive
grid.446419.a,Education
grid.446420.0,Archive
grid.446421.1,Other
grid.446422.2,Nonprofit
grid.446423.3,Education
grid.446424.4,Other
grid.446425.5,Government
grid.446426.6,Nonprofit
grid.446427.7,Nonprofit
grid.446428.8,Nonprofit
grid.446429.9,Archive
grid.446430.1,Archive
grid.446431.0,Education
grid.446432.3,Education
grid.446433.2,Nonprofit
grid.446434.5,Nonprofit
grid.446435.4,Education
grid.446436.7,Archive
grid.446437.6,Other
grid.446438.9,Archive
grid.446439.8,Archive
grid.446440.6,Archive
grid.446441.7,Archive
grid.446442.4,Other
grid.446443.5,Archive
grid.446444.2,Government
grid.446445.3,Nonprofit
grid.446446.0,Archive
grid.446447.1,Nonprofit
grid.446448.e,Education
grid.446449.f,Archive
grid.446450.7,Other
grid.446451.6,Archive
grid.446452.5,Facility
grid.446453.4,Archive
grid.446454.3,Government
grid.446455.2,Education
grid.446456.1,Other
grid.446457.0,Other
grid.446458.f,Education
grid.446459.e,Nonprofit
grid.446460.4,Nonprofit
grid.446461.5,Other
grid.446462.6,Nonprofit
grid.446463.7,Archive
grid.446464.0,Other
grid.446465.1,Archive
grid.446466.2,Nonprofit
grid.446467.3,Nonprofit
grid.446468.c,Archive
grid.446469.d,Archive
grid.446470.5,Nonprofit
grid.446471.4,Archive
grid.446472.7,Nonprofit
grid.446473.6,Archive
grid.446474.1,Archive
grid.446475.0,Education
grid.446476.3,Archive
grid.446477.2,Government
grid.446478.d,Nonprofit
grid.446479.c,Other
grid.446480.a,Nonprofit
grid.446481.b,Other
grid.446482.8,Archive
grid.446483.9,Archive
grid.446484.e,Other
grid.446485.f,Archive
grid.446486.c,Archive
grid.446487.d,Archive
grid.446488.2,Archive
grid.446489.3,Other
grid.446490.b,Archive
grid.446491.a,Other
grid.446492.9,Archive
grid.446493.8,Nonprofit
grid.446494.f,Education
grid.446495.e,Education
grid.446496.d,Nonprofit
grid.446497.c,Archive
grid.446498.3,Archive
grid.446499.2,Archive
grid.446500.3,Government
grid.446501.2,Archive
grid.446502.1,Archive
grid.446503.0,Archive
grid.446504.7,Archive
grid.446505.6,Archive
grid.446506.5,Archive
grid.446507.4,Education
grid.446508.b,Archive
grid.446509.a,Nonprofit
grid.446510.2,Nonprofit
grid.446511.3,Nonprofit
grid.446512.0,Nonprofit
grid.446513.1,Archive
grid.446514.6,Archive
grid.446515.7,Archive
grid.446516.4,Archive
grid.446517.5,Other
grid.446518.a,Education
grid.446519.b,Archive
grid.446520.1,Archive
grid.446521.0,Education
grid.446522.3,Archive
grid.446523.2,Nonprofit
grid.446525.4,Other
grid.446526.7,Education
grid.446527.6,Archive
grid.446528.9,Archive
grid.446529.8,Nonprofit
grid.446530.0,Company
grid.446531.1,Archive
grid.446532.2,Education
grid.446533.3,Archive
grid.446534.4,Archive
grid.446535.5,Nonprofit
grid.446536.6,Education
grid.446537.7,Archive
grid.446538.8,Education
grid.446539.9,Education
grid.446540.7,Archive
grid.446541.6,Other
grid.446542.5,Archive
grid.446544.3,Education
grid.446545.2,Education
grid.446546.1,Education
grid.446547.0,Education
grid.446548.f,Archive
grid.446549.e,Archive
grid.446550.6,Archive
grid.446551.7,Other
grid.446552.4,Archive
grid.446553.5,Archive
grid.446554.2,Archive
grid.446556.0,Government
grid.446557.1,Archive
grid.446558.e,Archive
grid.446559.f,Education
grid.446560.5,Archive
grid.446561.4,Archive
grid.446562.7,Archive
grid.446563.6,Archive
grid.446564.1,Archive
grid.446565.0,Nonprofit
grid.446566.3,Archive
grid.446567.2,Archive
grid.446568.d,Nonprofit
grid.446569.c,Education
grid.446570.4,Nonprofit
grid.446571.5,Archive
grid.446572.6,Nonprofit
grid.446573.7,Nonprofit
grid.446574.0,Nonprofit
grid.446575.1,Nonprofit
grid.446576.2,Archive
grid.446577.3,Other
grid.446578.c,Archive
grid.446579.d,Archive
grid.446580.b,Archive
grid.446581.a,Archive
grid.446582.9,Nonprofit
grid.446584.f,Archive
grid.446585.e,Archive
grid.446586.d,Archive
grid.446587.c,Archive
grid.446588.3,Nonprofit
grid.446589.2,Archive
grid.446590.a,Other
grid.446591.b,Archive
grid.446592.8,Education
grid.446593.9,Education
grid.446594.e,Archive
grid.446595.f,Nonprofit
grid.446596.c,Nonprofit
grid.446597.d,Nonprofit
grid.446598.2,Other
grid.446599.3,Archive
grid.446600.0,Nonprofit
grid.446601.1,Archive
grid.446602.2,Archive
grid.446603.3,Archive
grid.446604.4,Education
grid.446605.5,Education
grid.446606.6,Archive
grid.446607.7,Archive
grid.446608.8,Nonprofit
grid.446610.1,Archive
grid.446611.0,Archive
grid.446612.3,Archive
grid.446613.2,Archive
grid.446614.5,Education
grid.446615.4,Nonprofit
grid.446616.7,Archive
grid.446617.6,Other
grid.446618.9,Government
grid.446619.8,Archive
grid.446620.2,Archive
grid.446621.3,Government
grid.446622.0,Nonprofit
grid.446623.1,Archive
grid.446624.6,Archive
grid.446625.7,Archive
grid.446626.4,Other
grid.446627.5,Archive
grid.446628.a,Archive
grid.446629.b,Archive
grid.446630.3,Education
grid.446631.2,Archive
grid.446632.1,Archive
grid.446633.0,Archive
grid.446634.7,Archive
grid.446635.6,Archive
grid.446636.5,Archive
grid.446637.4,Company
grid.446640.4,Nonprofit
grid.446641.5,Archive
grid.446642.6,Education
grid.446643.7,Education
grid.446644.0,Nonprofit
grid.446645.1,Archive
grid.446646.2,Archive
grid.446647.3,Archive
grid.446648.c,Education
grid.446649.d,Nonprofit
grid.446650.5,Education
grid.446651.4,Nonprofit
grid.446652.7,Archive
grid.446653.6,Archive
grid.446654.1,Archive
grid.446655.0,Archive
grid.446656.3,Archive
grid.446657.2,Archive
grid.446658.d,Archive
grid.446659.c,Archive
